Community	Unknown	Annotated	Functions
C2	Zm00001eb063860	Known	plasmodesma.apoplast.purine ribonucleotide catabolic process.cytoplasmic translational elongation.plasma membrane.response to cold.nucleolus.purine ribonucleoside triphosphate catabolic process.copper ion binding.GTP metabolic process.translation elongation factor activity.vacuolar membrane.GTPase activity.GTP binding.guanosine-containing compound catabolic process.cytosol.chloroplast.biological regulation.ribosome
C2	Zm00001eb109610	Known	ribosomal small subunit biogenesis.structural constituent of ribosome.ribosome assembly.chloroplast.biological regulation.translation.cytosolic small ribosomal subunit.rRNA processing.developmental process.metabolic process.plasma membrane.growth.nucleolus
C2	Zm00001eb062520	Zm00001eb378420.Zm00001eb346620.Zm00001eb211330.Zm00001eb070750.Zm00001eb309420.Zm00001eb350310.Zm00001eb096500.Zm00001eb311940	biological regulation.primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.membrane.binding
C2	Zm00001eb156740	Known	pseudouridine synthesis.positive regulation of secondary metabolite biosynthetic process.membrane.coumarin biosynthetic process.regulation of phenylpropanoid metabolic process.response to wounding.regulation of macromolecule metabolic process.mRNA binding.Unknown.positive regulation of flavonoid biosynthetic process
C2	Zm00001eb053730	Zm00001eb329030.Zm00001eb401550.Zm00001eb151940.Zm00001eb109330	
C2	Zm00001eb126680	Zm00001eb059070.Zm00001eb044450.Zm00001eb059220	
C2	Zm00001eb004630	Known	anatomical structure morphogenesis.translational initiation.cell differentiation.regulation of cellular process.zinc ion binding.membrane.Unknown.protein phosphorylation.signaling.animal organ development.nervous system development
C2	Zm00001eb009990	Known	dipeptide transport.protein transport.anatomical structure formation involved in morphogenesis.dipeptide transmembrane transporter activity.tube development.plasmodesma.tripeptide transport.membrane.tripeptide transmembrane transporter activity.vacuolar membrane.transmembrane transporter activity.chlorophyll catabolic process.high-affinity oligopeptide transmembrane transporter activity.proline transport.response to stimulus.pollen tube growth.plant-type vacuole.plasma membrane
C2	Zm00001eb179260	Zm00001eb075210.Zm00001eb363610.Zm00001eb328440.Zm00001eb257680	
C2	Zm00001eb080440	Zm00001eb111340.Zm00001eb245950.Zm00001eb015540.Zm00001eb113030.Zm00001eb044390.Zm00001eb016740.Zm00001eb283600	multicellular organismal process.cellular process.biological_process.molecular_function.metabolic process.cellular anatomical structure.cellular_component
C2	Zm00001eb013750	Zm00001eb303720.Zm00001eb303080.Zm00001eb148830.Zm00001eb199800	cytosolic small ribosomal subunit.small ribosomal subunit.translation.ribosomal subunit.structural constituent of ribosome.structural molecule activity.ribonucleoprotein complex.protein-containing complex.macromolecule biosynthetic process.protein metabolic process
C2	Zm00001eb307960	Zm00001eb253410.Zm00001eb002520.Zm00001eb312560.Zm00001eb208960	RNA metabolic process.nucleic acid metabolic process.macromolecule biosynthetic process.RNA methylation.macromolecule methylation.cytosolic large ribosomal subunit.large ribosomal subunit.nucleic acid binding.nucleobase-containing compound metabolic process.methylation
C2	Zm00001eb313510	Known	very long-chain fatty acid metabolic process.response to stimulus.plasma membrane.cutin biosynthetic process.oxidoreductase activity.aldehyde catabolic process.cuticle hydrocarbon biosynthetic process.fatty acid biosynthetic process.aldehyde biosynthetic process.ketone metabolic process.anther development.pollen sperm cell differentiation.alkane biosynthetic process.organelle membrane.membrane.aldehyde oxygenase (deformylating) activity.iron ion binding.exine.wax biosynthetic process.Unknown.endoplasmic reticulum membrane.Unknown
C2	Zm00001eb399960	Zm00001eb163880.Zm00001eb008920.Zm00001eb210750.Zm00001eb004630.Zm00001eb018040.Zm00001eb321320.Zm00001eb333350	membrane.response to chemical.cellular anatomical structure.cellular_component.molecular_function.biological_process.response to oxygen-containing compound.binding.primary metabolic process.response to abiotic stimulus
C2	Zm00001eb217350	Known	anatomical structure morphogenesis.cellular developmental process.sequence-specific DNA binding.regulation of DNA-templated transcription.DNA-templated transcription.nucleus.tissue development.animal organ development.DNA-binding transcription factor activity
C2	Zm00001eb282430	Known	plant-type cell wall.extracellular region.plasmodesma.heme binding.hydrogen peroxide catabolic process.response to abiotic stimulus.Unknown.metal ion binding.cellular oxidant detoxification.peroxidase activity.response to oxidative stress.plant-type cell wall organization
C2	Zm00001eb154070	Known	response to hydrogen peroxide.response to abscisic acid.DNA-templated transcription.protein folding.sequence-specific DNA binding.nucleus.response to chitin.cellular response to heat.cytoplasm.cellular response to hypoxia.response to endoplasmic reticulum stress.toxin catabolic process.heat acclimation.cellular response to unfolded protein.response to high light intensity.response to carbohydrate.response to osmotic stress.DNA-binding transcription factor activity.positive regulation of DNA-templated transcription
C2	Zm00001eb420280	Zm00001eb182540.Zm00001eb224950.Zm00001eb324930.Zm00001eb291810.Zm00001eb152600	catalytic activity
C2	Zm00001eb331360	Zm00001eb363610.Zm00001eb066680.Zm00001eb245950.Zm00001eb257680.Zm00001eb132380.Zm00001eb346620	response to stress.metabolic process.response to stimulus.cellular process.biological_process.cellular anatomical structure.cellular_component.catalytic activity.molecular_function
C2	Zm00001eb022080	Known	multicellular organismal process.membrane.biological regulation.developmental process.kinase activity.phosphorylation.oxidoreductase activity
C2	Zm00001eb380030	Zm00001eb422180.Zm00001eb261680.Zm00001eb297990.Zm00001eb165770	
C2	Zm00001eb431760	Known	protein dimerization activity.regulation of DNA-templated transcription.DNA-templated transcription.response to nitrate.response to cold.ER-nucleus signaling pathway.sequence-specific DNA binding.Unknown.nucleus.systemic acquired resistance, salicylic acid mediated signaling pathway.membrane.oligopeptide transport.nitrate transmembrane transport.Unknown.endoplasmic reticulum unfolded protein response.response to zinc ion.calmodulin binding.defense response to bacterium.response to xenobiotic stimulus.DNA-binding transcription factor activity
C2	Zm00001eb397790	Zm00001eb012140.Zm00001eb399060.Zm00001eb102360.Zm00001eb133070.Zm00001eb199670	viral membrane.viral envelope.protein localization to chloroplast.establishment of protein localization to chloroplast.virion component.protein-transporting ATPase activity.protein transporter activity.protein transmembrane transporter activity.macromolecule transmembrane transporter activity.ATPase-coupled transmembrane transporter activity
C2	Zm00001eb129860	Known	cellular response to hydrogen peroxide.membrane.regulation of DNA-templated transcription.hydrogen peroxide catabolic process.DNA-templated transcription.nucleus.DNA binding.regulation of protein localization.metabolic process
C2	Zm00001eb265950		
C2	Zm00001eb148830	Known	nucleolus.structural constituent of ribosome.nucleic acid metabolic process.biological regulation.translation.cytosolic small ribosomal subunit.metabolic process
C2	Zm00001eb007670	Known	methyl salicylate esterase activity.methyl indole-3-acetate esterase activity.secondary shoot formation.response to karrikin.methyl jasmonate esterase activity.coumarin biosynthetic process.response to wounding.cytoplasm.proline transport.nucleus.strigolactone biosynthetic process.retinyl-palmitate esterase activity
C2	Zm00001eb364190	Known	structural constituent of ribosome.RNA binding.translation.cell wall.cytosolic large ribosomal subunit.metabolic process.plasma membrane.nucleolus
C2	Zm00001eb386940	Known	nucleolus.structural constituent of ribosome.plasmodesma.RNA methylation.regulation of biological process.vacuolar membrane.chloroplast.maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA).translation.cytosolic small ribosomal subunit.cell wall modification.small ribosomal subunit rRNA binding.plasma membrane.mRNA 5'-UTR binding.ribosomal small subunit assembly.plant-type cell wall organization.metabolic process
C2	Zm00001eb342710	Known	regulation of primary metabolic process.cell population proliferation.response to external stimulus.regulation of cell communication.membrane.regulation of apoptotic process.localization.Unknown.signal transduction.animal organ development.positive regulation of cellular process.response to stress.cellular oxidant detoxification.peroxidase activity
C2	Zm00001eb287240	Known	extracellular region.cytosol.catabolic process.vacuole.carbohydrate metabolic process.metabolic process.mannosylglycoprotein endo-beta-mannosidase activity.Unknown
C2	Zm00001eb191090	Known	mediator complex.extracellular region.snoRNA binding.box C/D sno(s)RNA 3'-end processing.rRNA methylation.small-subunit processome.pyrimidine ribonucleotide biosynthetic process.tRNA processing.Unknown.membrane.histone H2AQ104 methyltransferase activity.rRNA methyltransferase activity.purine nucleotide biosynthetic process.Cajal body.box C/D methylation guide snoRNP complex
C2	Zm00001eb353180	Known	proteolysis.anatomical structure development.glutamine metabolic process.tetrahydrofolylpolyglutamate metabolic process.membrane.coumarin biosynthetic process.response to cadmium ion.gamma-glutamyl-peptidase activity.response to wounding.water transport.vacuole.cell wall.response to fructose.macropinocytosis.response to salt stress.ketone metabolic process.extracellular space
C2	Zm00001eb329960	Known	plant-type cell wall assembly.regulation of cellulose biosynthetic process.lignin metabolic process.cytosol.translation elongation factor activity.plasmodesma.apoplast.response to cadmium ion.Unknown.response to cyclopentenone.vacuole.defense response to bacterium.eukaryotic translation elongation factor 1 complex.translational elongation.Golgi apparatus.plasma membrane.toxin catabolic process
C2	Zm00001eb371810	Known	methyl jasmonate methylesterase activity.terpenoid biosynthetic process.methylation.monocarboxylic acid metabolic process.nucleus
C2	Zm00001eb327330	Known	nucleolus.structural constituent of ribosome.cytosolic ribosome assembly.cytoplasmic translation.plasmodesma.Unknown.membrane.inflorescence development.RNA binding.cytosolic large ribosomal subunit.flower development.metabolic process
C2	Zm00001eb063840	Known	plasmodesma.apoplast.purine ribonucleotide catabolic process.cytoplasmic translational elongation.plasma membrane.response to cold.nucleolus.purine ribonucleoside triphosphate catabolic process.copper ion binding.GTP metabolic process.translation elongation factor activity.vacuolar membrane.GTPase activity.GTP binding.guanosine-containing compound catabolic process.cytosol.chloroplast.biological regulation.ribosome
C2	Zm00001eb183420	Zm00001eb347380.Zm00001eb301420.Zm00001eb430770.Zm00001eb173790.Zm00001eb140330.Zm00001eb289680.Zm00001eb188040	structural constituent of ribosome.structural molecule activity.cellular component organization.cellular component organization or biogenesis.ribosomal subunit.ribonucleoprotein complex.protein-containing complex.membrane.macromolecule biosynthetic process.translation
C2	Zm00001eb205710	Zm00001eb205670.Zm00001eb381630.Zm00001eb365710.Zm00001eb143000.Zm00001eb057690.Zm00001eb386940	ribosomal subunit.structural constituent of ribosome.structural molecule activity.ribonucleoprotein complex.protein-containing complex.macromolecule biosynthetic process.nucleolus.translation.chloroplast.plastid
C2	Zm00001eb331120	Zm00001eb382320.Zm00001eb060670.Zm00001eb059070	
C2	Zm00001eb173710	Known	structural constituent of ribosome.epidermal cell differentiation.cell wall.endoplasmic reticulum.Golgi apparatus.plant-type cell wall organization.nucleolus.anatomical structure formation involved in morphogenesis.metabolic process.RNA methylation.translation.leaf morphogenesis.membrane.trichome morphogenesis.cytosolic small ribosomal subunit.cell wall modification.cytokinesis by cell plate formation.cytosolic ribosome assembly.animal organ morphogenesis.chloroplast.small ribosomal subunit rRNA binding
C2	Zm00001eb313850	Known	hormone-mediated signaling pathway.regulation of DNA-templated transcription.DNA-templated transcription.nucleus.DNA binding.response to stress.DNA-binding transcription factor activity.response to fungus.metabolic process
C2	Zm00001eb178140	Zm00001eb144760.Zm00001eb063980.Zm00001eb310700.Zm00001eb303080.Zm00001eb148830	translation.structural constituent of ribosome.structural molecule activity.macromolecule biosynthetic process.protein metabolic process.nucleolus.ribosomal subunit.biosynthetic process.intracellular membraneless organelle.membraneless organelle
C2	Zm00001eb016740	Known	Unknown.membrane.Unknown.triacylglycerol lipase activity.feruloyl esterase activity.lipid catabolic process.Unknown.Unknown.phospholipase A1 activity.retinyl-palmitate esterase activity
C2	Zm00001eb356850	Known	vesicle docking involved in exocytosis.metabolic process.Golgi vesicle transport.melanosome localization.vacuole organization.protein targeting to vacuole.early endosome.oxidoreductase activity.protein secretion.late endosome membrane.regulation of developmental process.Golgi organization.perinuclear region of cytoplasm.membrane.HOPS complex.cytosol.membrane fusion.Unknown.regulation of developmental pigmentation.platelet formation.plant-type vacuole membrane.lysosome localization.lysosomal membrane
C2	Zm00001eb209560	Zm00001eb209570.Zm00001eb078100.Zm00001eb015860.Zm00001eb272640.Zm00001eb244960.Zm00001eb223450.Zm00001eb266560.Zm00001eb420650	cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.membrane.transport.catalytic activity.establishment of localization.localization
C2	Zm00001eb072000	Known	nucleolus.structural constituent of ribosome.plasmodesma.RNA methylation.chloroplast.vacuole.translation.ribosomal large subunit assembly.rRNA binding.cytosolic large ribosomal subunit.response to cold.membrane.metabolic process
C2	Zm00001eb393200	Known	nucleolus.structural constituent of ribosome.plasmodesma.RNA methylation.Unknown.cellular localization.vacuole.translation.developmental process.cell wall.cytosolic small ribosomal subunit.metabolic process.membrane.ribosomal small subunit assembly.cytosolic ribosome assembly
C2	Zm00001eb426050	Known	multicellular organismal process.biological regulation.response to stimulus.calcium ion binding.cellular process
C2	Zm00001eb371770	Zm00001eb341790.Zm00001eb339710.Zm00001eb324930.Zm00001eb260170.Zm00001eb386990.Zm00001eb266560.Zm00001eb224950.Zm00001eb311860	catalytic activity.macromolecule metabolic process.regulation of biological process.metabolic process.cellular process.biological_process.molecular_function.biological regulation.membrane.transferase activity
C2	Zm00001eb405580	Zm00001eb182750.Zm00001eb211130.Zm00001eb365080.Zm00001eb211900.Zm00001eb328460.Zm00001eb050330	macromolecule metabolic process.macromolecule biosynthetic process.primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.intracellular membraneless organelle.membraneless organelle
C2	Zm00001eb021020	Known	xanthine oxidase activity.response to water deprivation.xanthine dehydrogenase activity.UDP-N-acetylmuramate dehydrogenase activity.electron transfer activity.oxidoreductase activity, acting on the aldehyde or oxo group of donors.flavin adenine dinucleotide binding.cytosol.membrane.response to reactive oxygen species.Unknown.molybdenum ion binding.xanthine catabolic process.molybdopterin cofactor binding.peroxisome.iron ion binding.2 iron, 2 sulfur cluster binding.superoxide anion generation
C2	Zm00001eb392290	Known	nucleolus.structural constituent of ribosome.plasmodesma.RNA methylation.vacuolar membrane.chloroplast.biological regulation.translation.rRNA binding.cell wall.cytosolic small ribosomal subunit.plasma membrane.metabolic process
C2	Zm00001eb059220	Known	establishment of localization.membrane.biological regulation.hydrolase activity.system process.mitochondrion.primary metabolic process.cellular process.Unknown
C2	Zm00001eb269450	Zm00001eb319590.Zm00001eb234270.Zm00001eb281230.Zm00001eb260170	
C2	Zm00001eb353580	Known	anatomical structure morphogenesis.nuclear speck.cellular developmental process.post-embryonic development.zinc ion binding.membrane.chromatin organization.biosynthetic process.response to cadmium ion.regulation of biological process.chromatin binding.vacuole.animal organ development.response to oxidative stress
C2	Zm00001eb245950	Known	ubiquitin binding.endonuclease activity.multicellular organism development.regulation of cellular process.zinc ion binding.Unknown.RNA binding.vacuole.protein polymerization.RNA modification
C2	Zm00001eb096500	Known	acid-amino acid ligase activity.proteasome-mediated ubiquitin-dependent protein catabolic process.zinc ion binding.membrane.vacuolar membrane.protein ubiquitination.biological regulation.ubiquitin protein ligase activity.response to stimulus.nucleus.plasma membrane
C2	Zm00001eb058980	Known	structural constituent of ribosome.zinc ion binding.biological regulation.RNA binding.translation.nucleus.cytosolic small ribosomal subunit.cellular component organization.metabolic process
C2	Zm00001eb143130	Known	secondary active transmembrane transporter activity.transmembrane transport.membrane.transmembrane transporter activity.carboxylic acid transport.primary metabolic process.cellular process.plasma membrane
C2	Zm00001eb207850	Zm00001eb082960.Zm00001eb109330.Zm00001eb211900.Zm00001eb365710.Zm00001eb364190.Zm00001eb344440.Zm00001eb143000.Zm00001eb173790	structural constituent of ribosome.structural molecule activity.translation.macromolecule biosynthetic process.ribosomal subunit.intracellular membraneless organelle.membraneless organelle.ribonucleoprotein complex.biosynthetic process.protein-containing complex
C2	Zm00001eb282900	Known	ligase activity.heat shock protein binding.unfolded protein binding.membrane.biological regulation.DNA-directed RNA polymerase activity.RNA biosynthetic process
C2	Zm00001eb045740	Zm00001eb010800.Zm00001eb383120.Zm00001eb342710.Zm00001eb144080.Zm00001eb285900.Zm00001eb414080.Zm00001eb295120.Zm00001eb162740	cellular process.biological_process.cellular anatomical structure.cellular_component.membrane.endoplasmic reticulum membrane.molecular_function.biological regulation.modified amino acid biosynthetic process.response to stimulus
C2	Zm00001eb241800	Zm00001eb033190.Zm00001eb132380.Zm00001eb082660.Zm00001eb245950.Zm00001eb259160.Zm00001eb364730.Zm00001eb253280	cellular process.biological_process.cellular anatomical structure.cellular_component.intracellular membrane-bounded organelle.membrane-bounded organelle.intracellular organelle.organelle.metal ion binding.cation binding
C2	Zm00001eb162740	Known	ER-nucleus signaling pathway.sequence-specific DNA binding.regulation of DNA-templated transcription.response to xenobiotic stimulus.DNA-templated transcription.nucleus.protein heterodimerization activity.endoplasmic reticulum unfolded protein response.DNA-binding transcription factor activity
C2	Zm00001eb110710	Zm00001eb217350.Zm00001eb328440.Zm00001eb294680.Zm00001eb097940.Zm00001eb343770.Zm00001eb431210	primary metabolic process.metabolic process.cellular process.biological_process.catalytic activity.molecular_function.ubiquitin-like protein ligase activity
C2	Zm00001eb381250		
C2	Zm00001eb372720	Zm00001eb266620.Zm00001eb107750.Zm00001eb095410	response to sucrose.response to disaccharide
C2	Zm00001eb266570	Known	anatomical structure formation involved in morphogenesis.protein-containing complex.actin binding.apoplast.epidermal cell differentiation.response to cadmium ion.chloroplast.defense response to bacterium.actin filament.nucleus.actin filament depolymerization.trichoblast differentiation.animal organ development.mitochondrion.plasma membrane.response to oxidative stress.innate immune response-activating signaling pathway
C2	Zm00001eb096750	Zm00001eb141920.Zm00001eb051900.Zm00001eb117590.Zm00001eb111990.Zm00001eb287240.Zm00001eb224950.Zm00001eb165770	phospholipase activity.lipase activity.carbohydrate metabolic process.catalytic activity.metabolic process.cellular process.biological_process.molecular_function.triacylglycerol lipase activity.phospholipase A1 activity
C2	Zm00001eb175220	Known	P-type calcium transporter activity.calcium ion transmembrane transport.plasmodesma.cell differentiation.membrane.cytosolic ribosome.protein maturation.phosphatidylinositol phosphate binding.Golgi apparatus.protein transmembrane import into intracellular organelle.response to salt stress.nascent polypeptide-associated complex.protein import into nucleus.Unknown
C2	Zm00001eb219300	Zm00001eb165770.Zm00001eb311860.Zm00001eb281230.Zm00001eb234270.Zm00001eb422180.Zm00001eb185950	primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.intracellular membrane-bounded organelle.membrane-bounded organelle.anatomical structure morphogenesis
C2	Zm00001eb050060	Known	protein transport.plastid.membrane.Unknown.primary metabolic process.mitochondrial outer membrane translocase complex
C2	Zm00001eb403000	Known	acid-amino acid ligase activity.postreplication repair.cytosol.ATP binding.protein ubiquitination.ubiquitin protein ligase activity.ubiquitin protein ligase binding.nucleus.ubiquitin-dependent protein catabolic process
C2	Zm00001eb369690	Zm00001eb221500.Zm00001eb425920.Zm00001eb222210	
C2	Zm00001eb103310	Zm00001eb332290	
C2	Zm00001eb314880	Zm00001eb276590.Zm00001eb179050.Zm00001eb003130.Zm00001eb292760.Zm00001eb264360.Zm00001eb347900	regulation of cellular process.primary metabolic process.metabolic process.cellular process.biological_process.anatomical structure development.regulation of biological process.catalytic activity.molecular_function.transferase activity
C2	Zm00001eb394940	Zm00001eb352180.Zm00001eb335620.Zm00001eb281710.Zm00001eb082850	ribosomal subunit.mRNA binding.structural constituent of ribosome.structural molecule activity.ribonucleoprotein complex.protein-containing complex.cellular component assembly.nucleolus.translation.chloroplast
C2	Zm00001eb149690	Known	cytosol.regulation of cellular process.vernalization response.RNA binding.negative regulation of long-day photoperiodism, flowering.gene expression.nucleus.RNA metabolic process.flower development.negative regulation of short-day photoperiodism, flowering
C2	Zm00001eb219970	Zm00001eb357640.Zm00001eb185950.Zm00001eb215650	
C2	Zm00001eb275680	Zm00001eb343770.Zm00001eb031640.Zm00001eb217350.Zm00001eb292760.Zm00001eb198830	catalytic activity, acting on a protein.macromolecule metabolic process.macromolecule modification.binding.zinc ion binding.ion binding.small molecule binding.primary metabolic process.transition metal ion binding.metabolic process
C2	Zm00001eb222550	Zm00001eb333520.Zm00001eb214360.Zm00001eb259410.Zm00001eb300870.Zm00001eb041210.Zm00001eb295500.Zm00001eb183010.Zm00001eb308620	nucleobase-containing compound metabolic process.cellular anatomical structure.protein-containing complex.cellular_component.nucleic acid metabolic process.chromatin organization.nucleoside phosphate metabolic process.nucleobase-containing small molecule metabolic process.primary metabolic process.biosynthetic process
C2	Zm00001eb034830	Known	D-ribose metabolic process.salicylic acid biosynthetic process.core promoter sequence-specific DNA binding.membrane.myosin complex.systemic acquired resistance.carbohydrate phosphorylation.chloroplast.Unknown.ribokinase activity.nucleus.DNA-binding transcription activator activity, RNA polymerase II-specific.transcription by RNA polymerase II
C2	Zm00001eb102300	Zm00001eb228190.Zm00001eb403120.Zm00001eb066260.Zm00001eb422180	
C2	Zm00001eb293370	Zm00001eb095410.Zm00001eb272240.Zm00001eb165770.Zm00001eb431210.Zm00001eb414080.Zm00001eb281230	cellular process.biological_process.cellular anatomical structure.cellular_component.membrane
C2	Zm00001eb343390	Known	histone mRNA catabolic process.tRNA nucleotidyltransferase activity.DNA deamination.nucleolus.metabolic process.Unknown.3'-5'-RNA exonuclease activity.maturation of 5.8S rRNA.Unknown.U4 snRNA 3'-end processing.nuclear mRNA surveillance.defense response to virus.euchromatin.Unknown.rRNA catabolic process.nuclear exosome (RNase complex).protein-containing complex.cytosol.Unknown.cytoplasmic exosome (RNase complex).positive regulation of cell growth.mRNA 3'-UTR AU-rich region binding.poly(A)-dependent snoRNA 3'-end processing.rRNA 3'-end processing
C2	Zm00001eb424640	Zm00001eb165440.Zm00001eb354320.Zm00001eb016970	nucleobase-containing compound biosynthetic process.regulation of shoot system development.regulation of flower development.regulation of reproductive process.regulation of post-embryonic development.pyrimidine ribonucleotide biosynthetic process.pyrimidine ribonucleotide metabolic process.pyrimidine nucleotide metabolic process.pyrimidine nucleotide biosynthetic process.pyrimidine-containing compound biosynthetic process
C2	Zm00001eb328460	Known	structural constituent of ribosome.ribosome.translation.methionine biosynthetic process.RNA binding.mitochondrion.RNA splicing, via endonucleolytic cleavage and ligation
C2	Zm00001eb229690	Zm00001eb303080.Zm00001eb303720.Zm00001eb109610.Zm00001eb174930.Zm00001eb199800	translation.ribosomal subunit.structural constituent of ribosome.structural molecule activity.ribonucleoprotein complex.cytosolic small ribosomal subunit.small ribosomal subunit.protein-containing complex.macromolecule biosynthetic process.protein metabolic process
C2	Zm00001eb365080	Known	chromosome organization.response to water deprivation.response to salt stress.protein deneddylation.Unknown.mitotic cell cycle.photomorphogenesis.RNA methylation.histone deacetylase activity.response to abscisic acid.cell cycle process.zinc ion binding.sequence-specific DNA binding.DNA-templated transcription.mitotic G2 phase.negative regulation of DNA-templated transcription.nucleolus
C2	Zm00001eb231920	Known	Unknown.methyl jasmonate methylesterase activity.methylation.monocarboxylic acid metabolic process.response to stimulus
C2	Zm00001eb290120	Zm00001eb273300.Zm00001eb378420.Zm00001eb194970.Zm00001eb434430	
C2	Zm00001eb033080	Known	sulfur compound transport.nitrate transmembrane transport.low-affinity nitrate transmembrane transporter activity.plasmodesma.monoatomic ion transmembrane transport.response to karrikin.membrane.cellular response to iron ion starvation.phloem transport.glucosinolate biosynthetic process.proton transmembrane transport.iron ion transport.response to nitrate.carbohydrate derivative transport.plasma membrane.nitrate assimilation.glycoside biosynthetic process
C2	Zm00001eb129510	Known	ESCRT III complex.regulation of mitotic cell cycle.membrane organization.cytosol.Unknown.Unknown.late endosome to vacuole transport.intracellular protein transport.nucleus.vesicle-mediated transport.primary metabolic process.response to stress.leaf senescence
C2	Zm00001eb029200	Known	response to hydrogen peroxide.apoplast.cell wall.Golgi apparatus.plasma membrane.response to bacterium.ATP binding.response to virus.response to cadmium ion.nucleus.2-alkenal reductase [NAD(P)H] activity.vacuolar membrane.protein ubiquitination.response to endoplasmic reticulum stress.response to heat.cytosol.response to high light intensity.biological regulation.mitochondrion
C2	Zm00001eb186600	Known	defense response.binding.membrane.mitochondrion.peptidyl-tRNA hydrolase activity.Unknown
C2	Zm00001eb200870	Known	extracellular region.chloroplast envelope.membrane.regulation of biological process.long-chain fatty acid-CoA ligase activity.long-chain fatty acid metabolic process.lipid droplet.endoplasmic reticulum.Golgi apparatus.ketone metabolic process
C2	Zm00001eb271760	Zm00001eb095410.Zm00001eb386990.Zm00001eb064400.Zm00001eb343770	
C2	Zm00001eb218980	Zm00001eb352180.Zm00001eb222210.Zm00001eb385150.Zm00001eb425920	ribosomal large subunit assembly.protein-RNA complex assembly.protein-RNA complex organization.protein-containing complex assembly.protein-containing complex organization.protein-containing complex.macromolecule biosynthetic process.cytosolic large ribosomal subunit.large ribosomal subunit.cellular component assembly
C2	Zm00001eb352030	Zm00001eb303080.Zm00001eb303720.Zm00001eb335620.Zm00001eb402880.Zm00001eb148830	translation.ribosomal subunit.structural constituent of ribosome.structural molecule activity.ribonucleoprotein complex.protein-containing complex.macromolecule biosynthetic process.protein metabolic process.nucleolus.biosynthetic process
C2	Zm00001eb198180	Known	secretory granule.gluconeogenesis.trans-Golgi network.cytosol.endosome.cytoskeleton organization.ATP binding.protein dimerization activity.proteasomal protein catabolic process.response to cadmium ion.diadenosine tetraphosphate biosynthetic process.glycyl-tRNA aminoacylation.mitochondrion.glycine-tRNA ligase activity
C2	Zm00001eb389980	Zm00001eb022080.Zm00001eb391070.Zm00001eb403000.Zm00001eb127840	
C2	Zm00001eb223800	Zm00001eb142630.Zm00001eb424690.Zm00001eb245950.Zm00001eb043310.Zm00001eb355030.Zm00001eb226870	cellular process.biological_process.transport.phosphate-containing compound metabolic process.phosphorus metabolic process.multicellular organismal process.establishment of localization.cellular anatomical structure.cellular_component.transporter activity
C2	Zm00001eb064570	Known	membrane.regulation of DNA-templated transcription.DNA-templated transcription.nucleus.response to salt stress.DNA-binding transcription factor activity
C2	Zm00001eb056470	Zm00001eb374670.Zm00001eb381110.Zm00001eb433670.Zm00001eb106150.Zm00001eb303720	structural constituent of ribosome.structural molecule activity
C2	Zm00001eb179540	Known	jasmonic acid biosynthetic process.secondary metabolic process.aromatic amino acid metabolic process.brassinosteroid biosynthetic process.plasma membrane.Unknown.sulfur amino acid metabolic process.chloroplast thylakoid.lipoate metabolic process.ketone metabolic process.dihydrolipoamide branched chain acyltransferase activity.unsaturated fatty acid biosynthetic process.alcohol biosynthetic process.pyruvate decarboxylation to acetyl-CoA.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.binding.glycine catabolic process.amino acid biosynthetic process.dihydrolipoyllysine-residue acetyltransferase activity.chloroplast envelope.chloroplast stroma.vitamin metabolic process.sterol biosynthetic process.cytosolic ribosome.microtubule nucleation
C2	Zm00001eb363500	Known	Unknown.phagophore assembly site membrane.response to water deprivation.protein import into peroxisome matrix.extrinsic component of membrane.nucleus.positive regulation of autophagy.autophagic cell death.protein localization to phagophore assembly site.response to salt stress.purine nucleobase transport.fatty acid beta-oxidation.leaf senescence.autophagy of mitochondrion.defense response to fungus.organelle membrane.Unknown.protein lipidation.response to oxidative stress.nucleophagy.cytosol.cellular response to starvation.phosphatidylinositol-3-phosphate binding.phosphatidylinositol-3,5-bisphosphate binding
C2	Zm00001eb285610	Known	structural constituent of ribosome.plasmodesma.regulation of biological process.vacuolar membrane.chloroplast.translation.rRNA binding.cell wall.cytosolic small ribosomal subunit.mRNA binding.plasma membrane.ribosomal small subunit assembly.metabolic process
C2	Zm00001eb438760	Zm00001eb398560.Zm00001eb414080.Zm00001eb165770.Zm00001eb297990.Zm00001eb431210.Zm00001eb311860.Zm00001eb272240	membrane.cellular process.biological_process.cellular anatomical structure.cellular_component.hydrolase activity.hydrolase activity, acting on ester bonds.metabolic process.protein serine/threonine phosphatase activity
C2	Zm00001eb248420	Zm00001eb246770.Zm00001eb354320.Zm00001eb365080	G2 phase.mitotic G2 phase.protein deneddylation.mitotic cell cycle.photomorphogenesis.protein modification by small protein removal.cell cycle phase.biological phase.cell cycle.response to red or far red light
C2	Zm00001eb297040	Known	anatomical structure development.binding.membrane.regulation of biological process.cellular localization.cellular component organization
