name	full_name	type	species	synonyms
prh137	protein phosphatase homolog137	Gene	Zea mays ssp. mays	{"ZmPP2C-1","ZmPP46"}
prh138	protein phosphatase homolog138	Gene	Zea mays ssp. mays	{"ZmPP142","ZmPP2C89"}
prh139	protein phosphatase homolog139	Gene	Zea mays ssp. mays	{"ZmPP2C45","ZmPP82"}
prh14	protein phosphatase homolog14	Gene	Zea mays ssp. mays	{"ZmOrphan169","ZmPP108","ZmPP2C1","ZmPP2C39","ZmPP2C59","ZmPP2C62","ZmPP2C-A12"}
prh140	protein phosphatase homolog140	Gene	Zea mays ssp. mays	{"GRMZM2G063841","ZmOrphan40 ","ZmPP2C75"}
prh141	protein phosphatase homolog141	Gene	Zea mays ssp. mays	{"ZmPP2C53","ZmPP91"}
prh142	protein phosphatase homolog142	Gene	Zea mays ssp. mays	{"ZmOrphan329","ZmPP2C65"}
prh143	protein phosphatase homolog143	Gene	Zea mays ssp. mays	{"ZmPP2C95"}
prh15	protein phosphatase homolog15	Gene	Zea mays ssp. mays	{"ZmOrphan39","ZmPP123","ZmPP2C7","ZmPP2C74","ZmPP2C78","ZmPP2C84","ZmPP2C-A13"}
prh16	putative protein phosphatase 2C 16	Gene	Zea mays ssp. mays	{"ZmOrphan130","ZmPP26","ZmPP2C13","ZmPP2C15","ZmPP2C25"}
prh17	protein phosphatase homolog17	Gene	Zea mays ssp. mays	{"ZmPP2AA1"}
prh18	protein phosphatase homolog18	Gene	Zea mays ssp. mays	{"ZmOrphan140 ","ZmPP2C16","ZmPP2C5","ZmPP2C76","ZmPP2C80"}
prh19	protein phosphatase homolog19	Gene	Zea mays ssp. mays	{"ZmOrphan285","ZmPP127","ZmPP2C04","ZmPP2C10","ZmPP2C76"}
prh20	protein phosphatase homolog20	Gene	Zea mays ssp. mays	{"ZmABI1","ZmOrphan154","ZmPP130","ZmPP2C15","ZmPP2C77","ZmPP2C80","ZmPP2C84"}
prh22	protein phosphatase homolog 22	Gene	Zea mays ssp. mays	{"ZmOrphan70 ","ZmPP105","ZmPP2C31","ZmPP2C56","ZmPP2C59"}
prh23	protein phosphatase homolog23	Gene	Zea mays ssp. mays	{"ZmOrphan62 ","ZmPP138","ZMPP2","ZmPP2C20","ZmPP2C85","ZmPP2C87"}
prh24	protein phosphatase homolog24	Gene	Zea mays ssp. mays	{"ZmOrphan220 ","ZmPP2C-4","ZmPP2C42","ZmPP2C43","ZmPP77"}
prh25	protein phosphatase homolog25	Gene	Zea mays ssp. mays	{"ZmOrphan42 ","ZmPP2C","ZmPP2C02","ZmPP2C06","ZmPP2C26","ZmPP2C6","ZmPP8"}
prh26	protein phosphatase homolog26	Gene	Zea mays ssp. mays	{"ZmPP5","ZM-STPP3 Zea mays Serine-Theonine Protein Phosphatase 3"}
prh27	protein phosphatase homolog27	Gene	Zea mays ssp. mays	{"ZmPP2A"}
prh28	protein phosphatase homolog28	Gene	Zea mays ssp. mays	{"ZmPP2A","ZmPP2Ac-2 ","ZmPP79"}
prh29	protein phosphatase homolog29	Gene	Zea mays ssp. mays	{"ZmOrphan296","ZmPP153","ZmPP2C29","ZmPP2C96"}
prh3	protein phosphatase homolog3	Gene	Zea mays ssp. mays	{"ZmOrphan355","ZmPP2C28","ZmPP2C29","ZmPP2C3","ZmPP2C-A1","ZmPP53"}
prh30	protein phosphatase homolog30	Gene	Zea mays ssp. mays	{"ZmOrphan211","ZmPP2C30","ZmPP2C38","ZmPP70"}
prh32	protein phosphatase homolog32	Gene	Zea mays ssp. mays	{"ZmOrphan314","ZmPP2C32","ZmPP2C43","ZmPP2C46","ZmPP83"}
prh33	protein phosphatase homolog33	Gene	Zea mays ssp. mays	{"ZmOrphan202","ZmPP2C33","ZmPP2C37","ZmPP69"}
prh34	protein phosphatase homolog34	Gene	Zea mays ssp. mays	{"ZmOrphan332","ZmPP2C34","ZmPP2C39","ZmPP2C40","ZmPP72"}
prh35	protein phosphatase homolog35	Gene	Zea mays ssp. mays	{"ZmOrphan195","ZmPP152","ZmPP2C35","ZmPP2C95","ZmPP2C97"}
prh36	protein phosphatase homolog36	Gene	Zea mays ssp. mays	{" ZmOrphan78 ","ZmPP2C08","ZmPP2C36","ZmPP2C8","ZmPP9"}
prh37	protein phosphatase homolog37	Gene	Zea mays ssp. mays	{"ZmOrphan334","ZmPP2C35","ZmPP2C36","ZmPP2C37","ZmPP64"}
prh4	protein phosphatase homolog4	Gene	Zea mays ssp. mays	{"ZmOrphan11","ZmPP132","ZmPP2C6","ZmPP2C71 ","ZmPP2C81","ZmPP2C85","ZmPP2C-A2"}
prh40	protein phosphatase homolog40	Gene	Zea mays ssp. mays	{"ZmOrphan2","ZmPP2C40","ZmPP2C48","ZmPP2C51","ZmPP89"}
prh41	protein phosphatase homolog41	Gene	Zea mays ssp. mays	{"ZmOrphan231","ZmPP148","ZmPP2C41"}
prh42	protein phosphatase homolog42	Gene	Zea mays ssp. mays	{"ZmOrphan19","ZmOrphan197 ","ZmOrphan29","ZmPP139","ZmPP2C42","ZmPP2C84","ZmPP2C85","ZmPP2C86"}
prh43	protein phosphatase homolog43	Gene	Zea mays ssp. mays	{"ZmOrphan278","ZmPP116","ZmPP2C43","ZmPP2C67","ZmPP2C71"}
prh45	protein phosphatase homolog45	Gene	Zea mays ssp. mays	{"ZmOrphan89 ","ZmPP144","ZmPP2C45","ZmPP2C89","ZmPP2C90"}
prh46	protein phosphatase homolog46	Gene	Zea mays ssp. mays	{"ZmOrphan71","ZmPP157","ZmPP2C100","ZmPP2C101","ZmPP2C46"}
prh47	protein phosphatase homolog47	Gene	Zea mays ssp. mays	{"ZmOrphan1","ZmPP27","ZmPP2C14","ZmPP2C16","ZmPP2C47"}
prh48	protein phosphatase homolog48	Gene	Zea mays ssp. mays	{"ZmOrphan22","ZmPP2C05","ZmPP2C48","ZmPP2C5","ZmPP7"}
prh49	protein phosphatase homolog49	Gene	Zea mays ssp. mays	{"ZmOrphan224","ZmPP118","ZmPP2C49","ZmPP2C69","ZmPP2C73"}
prh5	protein phosphatase homolog5	Gene	Zea mays ssp. mays	{"ZmOrphan122","ZmPP2C04","ZmPP2C10","ZmPP2C14","ZmPP2C4","ZmPP2C-A3","ZmPP6"}
prh50	protein phosphatase homolog50	Gene	Zea mays ssp. mays	{"ZmOrphan210","ZmPP2C47","ZmPP2C50","ZmPP87"}
prh51	protein phosphatase homolog51	Gene	Zea mays ssp. mays	{"ZmOrphan187","ZmPP2C34","ZmPP2C35","ZmPP2C51","ZmPP63"}
prh53	protein phosphatase homolog53	Gene	Zea mays ssp. mays	{"ZmOrphan168 ","ZmPP111","ZmPP2C53","ZmPP2C62","ZmPP2C66"}
prh54	protein phosphatase homolog54	Gene	Zea mays ssp. mays	{"ZmOrphan27 ","ZmPP149","ZmPP2C54","ZmPP2C93","ZmPP2C94"}
prh56	protein phosphatase homolog56	Gene	Zea mays ssp. mays	{"ZmOrphan219 ","ZmPP113","ZmPP2C56","ZmPP2C64","ZmPP2C68"}
prh57	protein phosphatase homolog57	Gene	Zea mays ssp. mays	{"ZmOrphan102 ","ZmPP128","ZmPP2C57","ZmPP2C77","ZmPP2C81"}
prh58	protein phosphatase homolog58	Gene	Zea mays ssp. mays	{"ZmOrphan13","ZmPP126","ZmPP2C58","ZmPP2C75","ZmPP2C79"}
prh6	protein phosphatase homolog6	Gene	Zea mays ssp. mays	{"ZmOrphan320","ZmPP112","ZmPP2C11","ZmPP2C63","ZmPP2C67","ZmPP2C78","ZmPP2C-A4"}
prh60	protein phosphatase homolog60	Gene	Zea mays ssp. mays	{"ZmOrphan189","ZmPP141","ZmPP2C60","ZmPP2C87","ZmPP2C88"}
prh62	protein phosphatase homolog62	Gene	Zea mays ssp. mays	{"ZmOrphan233","ZmPP2C54","ZmPP2C57","ZmPP2C62","ZmPP99"}
prh63	protein phosphatase homolog63	Gene	Zea mays ssp. mays	{"ZmOrphan112","ZmPP2C19","ZmPP2C21","ZmPP2C63","ZmPP35"}
prh64	protein phosphatase homolog64	Gene	Zea mays ssp. mays	{"ZmOrphan41","ZmPP158","ZmPP2C101","ZmPP2C102","ZmPP2C64"}
prh65	protein phosphatase homolog65	Gene	Zea mays ssp. mays	{"ZmOrphan338","ZmPP25","ZmPP2C12","ZmPP2C14","ZmPP2C65"}
prh67	protein phosphatase homolog67	Gene	Zea mays ssp. mays	{"ZmOrphan282","ZmPP122","ZmPP2C67","ZmPP2C73","ZmPP2C77"}
prh69	protein phosphatase homolog69	Gene	Zea mays ssp. mays	{"ZmOrphan310","ZmPP117","ZmPP2C68","ZmPP2C69","ZmPP2C72"}
prh7	protein phosphatase homolog7	Gene	Zea mays ssp. mays	{"ZmOrphan328","ZmPP2C16","ZmPP2C21","ZmPP2C22","ZmPP2C38","ZmPP2CA","ZmPP2C-A5","ZmPP39"}
prh70	protein phosphatase homolog70	Gene	Zea mays ssp. mays	{"ZmOrphan136","ZmPP2C41","ZmPP2C42","ZmPP2C70","ZmPP76"}
prh72	protein phosphatase homolog72	Gene	Zea mays ssp. mays	{"ZmOrphan294","ZmPP12","ZmPP2C09","ZmPP2C10","ZmPP2C72"}
prh73	protein phosphatase homolog73	Gene	Zea mays ssp. mays	{"ZmOrphan178 ","ZmPP2C28","ZmPP2C73","ZmPP49"}
prh76	protein phosphatase homolog76	Gene	Zea mays ssp. mays	{"ZmOrphan57 ","ZmPP159","ZmPP2C102","ZmPP2C103","ZmPP2C76"}
prh79	protein phosphatase homolog79	Gene	Zea mays ssp. mays	{"ZmOrphan81","ZmPP2C22","ZmPP2C23","ZmPP2C79","ZmPP40"}
prh8	protein phosphatase homolog8	Gene	Zea mays ssp. mays	{"ZmOrphan304","ZmPP2C30","ZmPP2C52","ZmPP2C9","ZmPP2C-A6","ZmPP56"}
prh80	protein phosphatase homolog80	Gene	Zea mays ssp. mays	{"ZmOrphan127","ZmPP2C27","ZmPP2C80","ZmPP43"}
prh81	protein phosphatase homolog81	Gene	Zea mays ssp. mays	{"ZmOrphan341","ZmPP2C45","ZmPP2C48","ZmPP2C81","ZmPP85"}
prh82	protein phosphatase homolog82	Gene	Zea mays ssp. mays	{"ZmOrphan69","ZmPP2C32","ZmPP2C82","ZmPP58"}
prh83	protein phosphatase homolog83	Gene	Zea mays ssp. mays	{"ZmOrphan326","ZmPP2C44","ZmPP2C83","ZmPP80"}
prh86	protein phosphatase homolog86	Gene	Zea mays ssp. mays	{"ZmOrphan101","ZmPP2C33","ZmPP2C86","ZmPP60"}
prh87	protein phosphatase homolog87	Gene	Zea mays ssp. mays	{"ZmOrphan97","ZmPP2C34","ZmPP2C87","ZmPP61"}
prh88	protein phosphatase homolog88	Gene	Zea mays ssp. mays	{"ZmOrphan250","ZmPP109","ZmPP2C60","ZmPP2C63","ZmPP2C88"}
prh89	protein phosphatase homolog89	Gene	Zea mays ssp. mays	{"ZmOrphan174","ZmPP2C46","ZmPP2C49","ZmPP2C89","ZmPP86"}
prh9	protein phosphatase homolog9	Gene	Zea mays ssp. mays	{"ZmOrphan142","ZmPP121","ZmPP2C12","ZmPP2C72","ZmPP2C76","ZmPP2C93","ZmPP2C-A7"}
prh90	protein phosphatase homolog90	Gene	Zea mays ssp. mays	{"ZmOrphan170","ZmPP155","ZmPP2C90","ZmPP2C98","ZmPP2C99"}
prh91	protein phosphatase homolog91	Gene	Zea mays ssp. mays	{"ZmOrphan193","ZmPP147","ZmPP2C91","ZmPP2C92","ZmPP2C93"}
prh92	protein phosphatase homolog92	Gene	Zea mays ssp. mays	{"ZmOrphan67","ZmPP28","ZmPP2C15","ZmPP2C17","ZmPP2C92"}
prh94	protein phosphatase homolog94	Gene	Zea mays ssp. mays	{"ZmOrphan25","ZmPP2C44","ZmPP2C47","ZmPP2C94","ZmPP84"}
prh95	protein phosphatase homolog95	Gene	Zea mays ssp. mays	{"ZmOrphan357","ZmPP2C02","ZmPP2C2","ZmPP2C95","ZmPP3"}
prh96	protein phosphatase homolog96	Gene	Zea mays ssp. mays	{"ZmOrphan226","ZmPP2C26","ZmPP2C96","ZmPP42"}
prh97	protein phosphatase homolog97	Gene	Zea mays ssp. mays	{"ZmOrphan158","ZmPP2C03","ZmPP2C3","ZmPP2C97","ZmPP4"}
prin2	plastid redox insensitive2	Gene	Zea mays ssp. mays	{"Zmprin2"}
prmt1	protein arginine methyltransferase1	Gene	Zea mays ssp. mays	{"ZmPRMT1"}
prmt2	protein arginine methyltransferase2	Gene	Zea mays ssp. mays	{"ZmFIP37","ZmPRMT2"}
prmt3	protein arginine methyltransferase3	Gene	Zea mays ssp. mays	{"ZmLDAP1 (lipid droplet associated protein1)","ZmPRMT3"}
prmt4	protein arginine methyltransferase4	Gene	Zea mays ssp. mays	{"ZmPRMT4"}
prmt5	protein arginine methyltransferase5	Gene	Zea mays ssp. mays	{"ZmPRMT5"}
prmt6	protein arginine methyltransferase6	Gene	Zea mays ssp. mays	{"ZmPRMT6"}
prmt7	protein arginine methyltransferase7	Gene	Zea mays ssp. mays	{"ZmPRMT7"}
prmt8	protein arginine methyltransferase8	Gene	Zea mays ssp. mays	{"ZmPRMT8"}
pro1	proline responding1	Gene	Zea mays ssp. mays	{"ZmP5CS","ZmP5CS1"}
proh1	prolyl 4-hydroxylase 1	Gene	Zea mays ssp. mays	{"zmP4H1"}
proh2	prolyl 4-hydroxylase 2	Gene	Zea mays ssp. mays	{"zmP4H2","zmP4H2-1"}
proh3	prolyl 4-hydroxylase 3	Gene	Zea mays ssp. mays	{"zmP4H3"}
proh4	prolyl 4-hydroxylase 4	Gene	Zea mays ssp. mays	{"zmP4H4"}
proh5	prolyl 4-hydroxylase 5	Gene	Zea mays ssp. mays	{"zmP4H5"}
proh6	prolyl 4-hydroxylase 6	Gene	Zea mays ssp. mays	{"zmP4H6"}
proh8	prolyl 4-hydroxylase 8	Gene	Zea mays ssp. mays	{"zmP4H8"}
proh9	prolyl 4-hydroxylase 9	Gene	Zea mays ssp. mays	{"zmP4H9"}
propep1	precursor elicitor peptide1	Gene	Zea mays ssp. mays	{"ZmPep1"}
propep2	precursor elicitor peptide2	Gene	Zea mays ssp. mays	{"regeneration factor1 ortholog (ZmREF1); PROREF1 - (ZmPRR);","ZmPep2","ZmREF1, ZmPRR"}
propep3	precursor elicitor peptide3	Gene	Zea mays ssp. mays	{"ZmPep3"}
propep5	precursor elicitor peptide5	Gene	Zea mays ssp. mays	{"ZmPep5"}
propep6	precursor elicitor peptide6	Gene	Zea mays ssp. mays	{"ZmPep4.2","ZmPROPEP4.2","ZmPROPEP4 duplication"}
prp1	pathogenesis-related protein1	Gene	Zea mays ssp. mays	{"ZmPR-1-16","ZmPRms"}
prp10	pathogenesis-related protein1	Gene	Zea mays ssp. mays	{"ZmChi25","ZmPR3"}
prp11	pathogenesis-related protein11	Gene	Zea mays ssp. mays	{"ZmHLP","ZmPR4","ZmPR4b"}
prp12	pathogenesis-related protein12	Gene	Zea mays ssp. mays	{"ZmPR-1-10"}
prp13	pathogenesis-related protein13	Gene	Zea mays ssp. mays	{"ZmPR-1-13"}
prp14	pathogenesis-related protein14	Gene	Zea mays ssp. mays	{"ZmPR1","ZmPR-1-1","ZmPRP1"}
prp15	pathogenesis-related protein15	Gene	Zea mays ssp. mays	{"ZmPR-1-15"}
prp16	pathogenesis-related protein116	Gene	Zea mays ssp. mays	{"ZmCAPE5","ZmPR1","ZmPR-1-8"}
prp17	pathogenesis-related protein17	Gene	Zea mays ssp. mays	{"ZmPR-1-17"}
prp18	pathogenesis-related protein18	Gene	Zea mays ssp. mays	{"ZmPR-1-3"}
prp19	pathogenesis-related protein19	Gene	Zea mays ssp. mays	{"ZmPR-1-4"}
prp2	pathogenesis-related protein2	Gene	Zea mays ssp. mays	{"ZmMLP","ZmPR2"}
prp20	pathogenesis-related protein20	Gene	Zea mays ssp. mays	{"ZmPR-1-7"}
prp21	pathogenesis-related protein21	Gene	Zea mays ssp. mays	{"ZmPR-1-9"}
prp22	pathogenesis-related protein22	Gene	Zea mays ssp. mays	{"ZmPR-1-2"}
prp23	pathogenesis-related protein23	Gene	Zea mays ssp. mays	{"ZmPR-1-11"}
prp24	pathogenesis-related protein24	Gene	Zea mays ssp. mays	{"ZmPR-1-5"}
prp25	pathogenesis-related protein25	Gene	Zea mays ssp. mays	{"ZmPR-1-6"}
prp26	pathogenesis-related protein26	Gene	Zea mays ssp. mays	{"ZmPR4"}
prp3	pathogenesis-related protein3	Gene	Zea mays ssp. mays	{"ZmPR3"}
prp4	pathogenesis related protein4	Gene	Zea mays ssp. mays	{"ZmPR1","ZmPR-1-14","ZmPR1a","ZmPR1b"}
prp5	pathogenesis related protein5	Gene	Zea mays ssp. mays	{"PR-5 (GRMZM2G402613)","thaumatin-like protein 5 (ZmTLP5)","ZmPR2","ZmPR5"}
prp6	pathogenesis-related protein6	Gene	Zea mays ssp. mays	{"ZmDRG8","ZmPR6"}
prp7	pathogenesis-related protein7	Gene	Zea mays ssp. mays	{"ZmDRG7","ZmPR-10","ZmPR10","ZmPR7"}
prp8	pathogenesis-related protein8	Gene	Zea mays ssp. mays	{"zmPR1","ZmPR-1-12","ZmPR1a","ZmPR2","ZmPRB1-3"}
prpo1	protoporphyrinogen IX oxidase1	Gene	Zea mays ssp. mays	{"Zm-ppox"}
prrh1	pseudo-response regulator homolog1	Gene	Zea mays ssp. mays	{"GRMZM2G367834","ZmCCT","ZmCCT12","ZmOrphan135 "}
prrtf1	pseudo-response regulator transcription factor1	Gene	Zea mays ssp. mays	{"ZmCCT53","ZmOrphan208 ","ZmPRR7","ZmPRR73"}
prx112	peroxidase112	Gene	Zea mays ssp. mays	{"ZmPRX112"}
prx12	peroxidase12	Gene	Zea mays ssp. mays	{"ZmPRX17"}
prx35	peroxidase35	Gene	Zea mays ssp. mays	{"ZmPrx35"}
prx38	peroxidase38	Gene	Zea mays ssp. mays	{"ZmPRX38"}
prx39	peroxidase39	Gene	Zea mays ssp. mays	{"ZmPRX3","ZmPRX52"}
prx44	peroxidase44	Gene	Zea mays ssp. mays	{"ZmPOD","ZmPOD60-1","ZmPRX2","Zmprx60"}
prx47	peroxidase47	Gene	Zea mays ssp. mays	{"ZmPRX47"}
prx59	peroxidase59	Gene	Zea mays ssp. mays	{"ZmPRX11","ZmPRX12"}
prx60	peroxidase60	Gene	Zea mays ssp. mays	{"ZmPRX100","ZmPRX80"}
prx64	peroxidase64	Gene	Zea mays ssp. mays	{"ZmPRX43"}
prx65	peroxidase65	Gene	Zea mays ssp. mays	{"ZmPOD65","ZmPRX62"}
prx69	peroxidase69	Gene	Zea mays ssp. mays	{"ZmPRX45","ZmPRX69"}
psa2	photosystemI2	Gene	Zea mays ssp. mays	{"ZmDnaJ11"}
psad1	photosystem I subunit d1	Gene	Zea mays ssp. mays	{"ZmPsaD2"}
psah1	photosystem I H subunit1	Gene	Zea mays ssp. mays	{"ZmpsaH"}
psb1	photosystem II1	Gene	Zea mays ssp. mays	{"Zm-hcf136"}
psb28	photosystem II subunit28	Gene	Zea mays ssp. mays	{"Zmpsb28"}
psbB (cp)	 	Gene	Zea mays ssp. mays	{"ZmpsbB"}
psei2	cystatin2	Gene	Zea mays ssp. mays	{"ZmCyst (CK371502)"}
psei4	cystatin4	Gene	Zea mays ssp. mays	{"ZmTPA"}
psei9	cystatin9	Gene	Zea mays ssp. mays	{"ZmCC9"}
psp1	phosphoserine phosphatase1	Gene	Zea mays ssp. mays	{"ZmPSP1"}
psp401	pollen-specific protein 401	Gene	Zea mays ssp. mays	{"Zm401","Zm401p10"}
ptac10	plastid transcriptionally active chromosome 10 homolog	Gene	Zea mays ssp. mays	{"Zmptac10"}
ptac12	plastid transcriptionally active chromosome 12 homolog	Gene	Zea mays ssp. mays	{"ZM_BFb0227G12","ZmPTAC12"}
ptac2	plastid transcriptionally active chromosome homolog2	Gene	Zea mays ssp. mays	{"ZmPPR419","Zmptac2"}
ptf1	Pi starvation-induced transcription factor1	Gene	Zea mays ssp. mays	{"ZmbHLH194"}
pti1	pto-interacting1	Gene	Zea mays ssp. mays	{"ZmPTI1","ZmPti1a"}
pti2	pto-interacting2	Gene	Zea mays ssp. mays	{"ZmPti1b"}
pti3	pto-interacting3	Gene	Zea mays ssp. mays	{"ZmPti1c"}
pti4	pto-interacting4	Gene	Zea mays ssp. mays	{"ZmPti1d"}
ptk1	protein kinase1	Gene	Zea mays ssp. mays	{"ZmLecRLK33","ZmPK1"}
ptk3	receptor-like protein kinase3	Gene	Zea mays ssp. mays	{"ZmPRK1-11"}
ptk4	protein kinase homolog4	Gene	Zea mays ssp. mays	{"ZmAGC1.1"}
ptk5	receptor-like kinase4	Gene	Zea mays ssp. mays	{"ZM2ARK","Zm2Tak","ZmWAKL44"}
ptox1	plastid terminal oxidase1	Gene	Zea mays ssp. mays	{"GRMZM2G102349","ZmPTOX1"}
ptox2	plastid terminal oxidase2	Gene	Zea mays ssp. mays	{"GRMZM2G010555","ZmPTOX2"}
ptp1	protein tyrosine phosphatase1	Gene	Zea mays ssp. mays	{"ZmPP1","ZmRIP1 (Reductant-Inhibited PTPase1)"}
ptpn1	protein tyrosine phosphatase-like nucleotidase1	Gene	Zea mays ssp. mays	{"ZmPP18"}
ptr1	peptide transporter1	Gene	Zea mays ssp. mays	{"ZmNPF8.5","ZmNPF8.8"}
ptr2	peptide transporter 2	Gene	Zea mays ssp. mays	{"ZmNPF3.2","ZmNPF3.6"}
pub1	plant U-box type E3 ubiquitin ligase1	Gene	Zea mays ssp. mays	{"ZmPUB1"}
pub10	plant U-box type E3 ubiquitin ligase10	Gene	Zea mays ssp. mays	{"ZmPUB10","ZmPUB53"}
pub12	plant U-box type E3 ubiquitin ligase12	Gene	Zea mays ssp. mays	{"ZmPUB12","ZmPUB4"}
pub13	plant U-box type E3 ubiquitin ligase13	Gene	Zea mays ssp. mays	{"ZmPUB13","ZmPUB71"}
pub14	plant U-box type E3 ubiquitin ligase14	Gene	Zea mays ssp. mays	{"ZmPUB14","ZmPUB22"}
pub15	plant U-box type E3 ubiquitin ligase15	Gene	Zea mays ssp. mays	{"ZmPUB15"}
pub16	plant U-box type E3 ubiquitin ligase16	Gene	Zea mays ssp. mays	{"ZmPrp19","ZmPUB16"}
pub17	plant U-box type E3 ubiquitin ligase17	Gene	Zea mays ssp. mays	{"ZmPUB17","ZmPUB33"}
pub18	plant U-box type E3 ubiquitin ligase18	Gene	Zea mays ssp. mays	{"ZmPUB18","ZmPUB47"}
pub19	plant U-box type E3 ubiquitin ligase19	Gene	Zea mays ssp. mays	{"ZmPUB19","ZmPUB5"}
pub2	plant U-box type E3 ubiquitin ligase2	Gene	Zea mays ssp. mays	{"ZmPUB2"}
pub20	plant U-box type E3 ubiquitin ligase20	Gene	Zea mays ssp. mays	{"ZmPUB20","ZmPUB49"}
pub21	plant U-box type E3 ubiquitin ligase21	Gene	Zea mays ssp. mays	{"ZmPUB2","ZmPUB21"}
pub23	plant U-box type E3 ubiquitin ligase23	Gene	Zea mays ssp. mays	{"ZmPUB23","ZmPUB75"}
pub25	plant U-box type E3 ubiquitin ligase25	Gene	Zea mays ssp. mays	{"ZmPUB25","ZmPUB72"}
pub26	plant U-box type E3 ubiquitin ligase26	Gene	Zea mays ssp. mays	{"ZmPUB26","ZmPUB67"}
pub27	plant U-box type E3 ubiquitin ligase27	Gene	Zea mays ssp. mays	{"ZmPUB27","ZmPUB7"}
pub28	plant U-box type E3 ubiquitin ligase28	Gene	Zea mays ssp. mays	{"ZmPUB28","ZmPUB46"}
pub29	plant U-box type E3 ubiquitin ligase29	Gene	Zea mays ssp. mays	{"ZmPUB29","ZmPUB54"}
pub3	plant U-box type E3 ubiquitin ligase3	Gene	Zea mays ssp. mays	{"ZmPUB3","ZmPUB34"}
pub30	plant U-box type E3 ubiquitin ligase30	Gene	Zea mays ssp. mays	{"ZmPUB30","ZmPUB69"}
pub31	plant U-box type E3 ubiquitin ligase31	Gene	Zea mays ssp. mays	{"ZmPUB31","ZmPUB64"}
pub32	plant U-box type E3 ubiquitin ligase32	Gene	Zea mays ssp. mays	{"ZmPUB12","ZmPUB32"}
pub33	plant U-box type E3 ubiquitin ligase33	Gene	Zea mays ssp. mays	{"ZmPUB33","ZmPUB59"}
pub35	plant U-box type E3 ubiquitin ligase35	Gene	Zea mays ssp. mays	{"ZmPUB18","ZmPUB35"}
pub36	plant U-box type E3 ubiquitin ligase36	Gene	Zea mays ssp. mays	{"ZmPUB36","ZmPUB68"}
pub38	plant U-box type E3 ubiquitin ligase38	Gene	Zea mays ssp. mays	{"ZmPUB37","ZmPUB38"}
pub39	plant U-box type E3 ubiquitin ligase39	Gene	Zea mays ssp. mays	{"ZmPUB39","ZmPUB52"}
pub4	plant U-box type E3 ubiquitin ligase4	Gene	Zea mays ssp. mays	{"ZmPUB4"}
pub40	plant U-box type E3 ubiquitin ligase40	Gene	Zea mays ssp. mays	{"ZmPUB11","ZmPUB24","ZmPUB40"}
pub42	plant U-box type E3 ubiquitin ligase42	Gene	Zea mays ssp. mays	{"ZmPUB35","ZmPUB42"}
pub43	plant U-box type E3 ubiquitin ligase43	Gene	Zea mays ssp. mays	{"ZmPUB31","ZmPUB43"}
pub44	plant U-box type E3 ubiquitin ligase44	Gene	Zea mays ssp. mays	{"ZmPUB41","ZmPUB44"}
pub45	plant U-box type E3 ubiquitin ligase45	Gene	Zea mays ssp. mays	{"ZmPUB45","ZmPUB76"}
pub46	plant U-box type E3 ubiquitin ligase46	Gene	Zea mays ssp. mays	{"ZmPUB26","ZmPUB46"}
pub48	plant U-box type E3 ubiquitin ligase48	Gene	Zea mays ssp. mays	{"ZmPUB48","ZmPUB79"}
pub49	plant U-box type E3 ubiquitin ligase49	Gene	Zea mays ssp. mays	{"ZmPUB49","ZmPUB50"}
pub50	plant U-box type E3 ubiquitin ligase50	Gene	Zea mays ssp. mays	{"ZmPUB50","ZmPUB74"}
pub51	plant U-box type E3 ubiquitin ligase51	Gene	Zea mays ssp. mays	{"ZmPUB51","ZmPUB70"}
pub52	plant U-box type E3 ubiquitin ligase52	Gene	Zea mays ssp. mays	{"ZmPUB20","ZmPUB52"}
pub53	plant U-box type E3 ubiquitin ligase53	Gene	Zea mays ssp. mays	{"ZmPUB28","ZmPUB53"}
pub54	plant U-box type E3 ubiquitin ligase54	Gene	Zea mays ssp. mays	{"ZmPUB54"}
pub56	plant U-box type E3 ubiquitin ligase56	Gene	Zea mays ssp. mays	{"ZmPUB48","ZmPUB56"}
pub57	plant U-box type E3 ubiquitin ligase57	Gene	Zea mays ssp. mays	{"ZmPUB57","ZmPUB77"}
pub58	plant U-box type E3 ubiquitin ligase58	Gene	Zea mays ssp. mays	{"ZmPUB38","ZmPUB58"}
pub59	plant U-box type E3 ubiquitin ligase59	Gene	Zea mays ssp. mays	{"ZmPUB45","ZmPUB59","ZmUBOX29"}
pub6	plant U-box type E3 ubiquitin ligase6	Gene	Zea mays ssp. mays	{"ZmPUB16","ZmPUB6"}
pub60	plant U-box type E3 ubiquitin ligase60	Gene	Zea mays ssp. mays	{"ZmPUB60","ZmPUB73"}
pub61	plant U-box type E3 ubiquitin ligase61	Gene	Zea mays ssp. mays	{"ZmPUB61"}
pub62	plant U-box type E3 ubiquitin ligase62	Gene	Zea mays ssp. mays	{"ZmPUB13","ZmPUB62"}
pub64	plant U-box type E3 ubiquitin ligase64	Gene	Zea mays ssp. mays	{"ZmPUB64"}
pub65	plant U-box type E3 ubiquitin ligase65	Gene	Zea mays ssp. mays	{"ZmPUB56","ZmPUB65"}
pub66	plant U-box type E3 ubiquitin ligase66	Gene	Zea mays ssp. mays	{"ZmPUB21","ZmPUB66"}
pub67	plant U-box type E3 ubiquitin ligase67	Gene	Zea mays ssp. mays	{"ZmPUB14","ZmPUB67"}
